theTime,x,y,z,q1,q2,q3,score,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.38,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.4,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.42,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.44,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.46,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.48,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.5,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.52,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.54,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.56,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.58,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.6,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.62,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.64,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.66,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.68,0,0,0,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.7,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.72,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.74,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.76,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.78,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.8,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.82,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.84,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.86,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.88,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.9,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.92,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.94,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.96,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
1.98,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.02,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.04,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.06,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.08,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.1,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.12,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.14,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.16,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.18,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.2,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.22,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.24,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.26,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.28,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.3,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.32,-50,0,60,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.34,-50,0,58.07278,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.36,-50,0,50.99595,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.38,-50,0,46.73615,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.4,-43.89386,0,37.40589,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.42,-38.86167,0,29.59203,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.44,-34.65648,0,24.20037,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.46,-28.3915,0,17.24343,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.48,-27.55234,0,17.24343,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.5,-25.17473,0,17.24343,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.52,-24.61529,0,17.24342,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.54,-23.35655,0,17.24342,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.56,-21.1188,0,17.24343,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.58,-18.29779,0,18.32058,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.6,-17.73042,0,18.32058,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.62,-15.88645,0,18.32059,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.64,-12.84767,0,13.22012,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.66,-12.28757,0,12.28003,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.68,-11.46497,0,10.47172,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.7,-10.06131,0,7.925179,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.72,-9.818144,0,7.117638,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.74,-9.341287,0,6.329445,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.76,-8.421038,-9.536743E-07,4.808388,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.78,-7.657135,0,3.356804,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.8,-6.892653,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.82,-5.303871,0,1.299782,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.84,-4.808748,0,0.6440811,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.86,-3.243248,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.88,-2.702708,0,0.002536774,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.9,-2.486489,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.92,-2.378383,0,0.002532959,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.94,-2.270273,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.96,-2.270273,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
2.98,-2.270273,0,0.002529144,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3,-2.076506,0,0.6440773,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.02,-2.076506,0,0.6440773,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.04,-1.988952,0,1.299778,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.06,-1.899441,0,1.970135,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.08,-1.920902,0,2.65564,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.1,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.12,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.14,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.16,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.18,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.2,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.22,-1.80791,0,2.655636,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.24,-1.82857,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.26,-1.82857,0,3.3568,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.28,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.3,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.32,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.34,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.36,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.38,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.4,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.42,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.44,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.46,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.48,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.5,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.52,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.54,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.56,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.58,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.6,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.62,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.64,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.66,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.68,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.7,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.72,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.74,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.76,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.78,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.8,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.82,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.84,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.86,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.88,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.9,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.92,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.94,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.96,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
3.98,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.02,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.04,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.06,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.08,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.1,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.12,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.14,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.16,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.18,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.2,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.22,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.24,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.26,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.28,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.3,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.32,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.34,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.36,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.38,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.4,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.42,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.44,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.46,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.48,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.5,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.52,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.54,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.56,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.58,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.6,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.62,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.64,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.66,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.68,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.7,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.72,-2.080922,0,4.074223,0,0,0,0,(0.0, 0.0, 0.0),(0.0, 0.0, 0.0)
4.74,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.76,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.78,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.8,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.82,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.84,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.86,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.88,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.9,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.92,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.94,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.96,-2.080922,0,4.074223,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
4.98,-1.965315,0,4.074219,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5,-1.82857,0,3.3568,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.02,-1.355931,0,2.655632,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.04,-0.3314919,0,1.299778,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.06,0,0,1.299782,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.08,1.72973,0,0.002532959,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.1,3.386253,0,-1.239796,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.12,3.979049,0,-1.841759,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.14,5.583723,0,-3.573677,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.16,6.633162,0,-4.127403,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.18,8.656672,0,-4.67067,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
5.2,9.054679,0,-4.67067,0,0,0,0,(-2.8, -7.0, 11.4),(0.0, 0.0, 0.0)
